FBtr0475186	CR11023-RE	FBgn0031208	CR11023
FBtr0072994	PAN3-RC	FBgn0035397	PAN3
FBtr0113129	PAN3-RO	FBgn0035397	PAN3
FBtr0072995	PAN3-RD	FBgn0035397	PAN3
FBtr0072996	PAN3-RA	FBgn0035397	PAN3
FBtr0073017	snRNA:U5:63BC-RA	FBgn0003938	snRNA:U5:63BC
FBtr0073124	Cht7-RA	FBgn0035398	Cht7
FBtr0073018	tRNA:Cys-GCA-1-1-RA	FBgn0052288	tRNA:Cys-GCA-1-1
FBtr0073019	tRNA:Cys-GCA-1-2-RA	FBgn0052289	tRNA:Cys-GCA-1-2
FBtr0073020	tRNA:Cys-GCA-1-3-RA	FBgn0052287	tRNA:Cys-GCA-1-3
FBtr0073021	tRNA:Lys-CTT-1-12-RA	FBgn0052285	tRNA:Lys-CTT-1-12
FBtr0073125	tRNA:Lys-CTT-1-13-RA	FBgn0052272	tRNA:Lys-CTT-1-13
FBtr0073022	tRNA:Cys-GCA-1-4-RA	FBgn0052286	tRNA:Cys-GCA-1-4
FBtr0344427	CG45066-RA	FBgn0266436	CG45066
FBtr0445828	CG45067-RB	FBgn0266437	CG45067
FBtr0306258	promL-RD	FBgn0026189	promL
FBtr0073118	promL-RB	FBgn0026189	promL
FBtr0073120	promL-RA	FBgn0026189	promL
FBtr0073119	promL-RC	FBgn0026189	promL
FBtr0337056	promL-RG	FBgn0026189	promL
FBtr0333895	promL-RE	FBgn0026189	promL
FBtr0479933	promL-RH	FBgn0026189	promL
FBtr0073121	tRNA:Met-CAT-2-1-RA	FBgn0052273	tRNA:Met-CAT-2-1
FBtr0113132	CG11537-RD	FBgn0035400	CG11537
FBtr0073116	CG11537-RB	FBgn0035400	CG11537
FBtr0113133	CG11537-RE	FBgn0035400	CG11537
FBtr0333894	CG11537-RG	FBgn0035400	CG11537
FBtr0073115	CG11537-RC	FBgn0035400	CG11537
FBtr0073117	CG11537-RA	FBgn0035400	CG11537
FBtr0309235	CG11537-RF	FBgn0035400	CG11537
FBtr0346840	lncRNA:CR45819-RA	FBgn0267469	lncRNA:CR45819
FBtr0073023	Alg2-RA	FBgn0035401	Alg2
FBtr0445725	Usp5-RC	FBgn0035402	Usp5
FBtr0073114	Usp5-RA	FBgn0035402	Usp5
FBtr0307308	Usp5-RB	FBgn0035402	Usp5
FBtr0330148	BtbVII-RG	FBgn0263108	BtbVII
FBtr0307301	BtbVII-RA	FBgn0263108	BtbVII
FBtr0307306	BtbVII-RF	FBgn0263108	BtbVII
FBtr0330149	BtbVII-RH	FBgn0263108	BtbVII
FBtr0332096	BtbVII-RI	FBgn0263108	BtbVII
FBtr0307302	BtbVII-RB	FBgn0263108	BtbVII
FBtr0307304	BtbVII-RD	FBgn0263108	BtbVII
FBtr0307305	BtbVII-RE	FBgn0263108	BtbVII
FBtr0073113	ND-30-RA	FBgn0266582	ND-30
FBtr0073027	CG15812-RA	FBgn0035405	CG15812
FBtr0073028	CG15812-RB	FBgn0035405	CG15812
FBtr0073029	rasp-RA	FBgn0024194	rasp
FBtr0073112	Asciz-RA	FBgn0035407	Asciz
FBtr0329990	Asciz-RB	FBgn0035407	Asciz
FBtr0073030	CG32280-RA	FBgn0052280	CG32280
FBtr0344220	CG32280-RD	FBgn0052280	CG32280
FBtr0073031	CG32280-RB	FBgn0052280	CG32280
FBtr0073032	CG32280-RC	FBgn0052280	CG32280
FBtr0073033	CG32278-RA	FBgn0052278	CG32278
FBtr0073034	CG32281-RA	FBgn0052281	CG32281
FBtr0073111	CG14963-RA	FBgn0035409	CG14963
FBtr0307018	CG14964-RB	FBgn0035410	CG14964
FBtr0332098	Girdin-RD	FBgn0283724	Girdin
FBtr0073035	Girdin-RA	FBgn0283724	Girdin
FBtr0073036	Girdin-RB	FBgn0283724	Girdin
FBtr0332099	Girdin-RE	FBgn0283724	Girdin
FBtr0332097	Girdin-RC	FBgn0283724	Girdin
FBtr0344804	CG42494-RC	FBgn0260026	CG42494
FBtr0300584	CG42494-RB	FBgn0260026	CG42494
FBtr0300583	CG42494-RA	FBgn0260026	CG42494
FBtr0073037	CG32284-RA	FBgn0052284	CG32284
FBtr0073038	CG14957-RA	FBgn0035412	CG14957
FBtr0332100	CG42525-RB	FBgn0260430	CG42525
FBtr0300854	CG42525-RA	FBgn0260430	CG42525
FBtr0073039	CG14958-RA	FBgn0035413	CG14958
FBtr0073109	CG14965-RA	FBgn0035414	CG14965
FBtr0332873	Hsp83-RB	FBgn0001233	Hsp83
FBtr0073040	Hsp83-RA	FBgn0001233	Hsp83
FBtr0073108	CG14966-RA	FBgn0035415	CG14966
FBtr0073107	CG32276-RB	FBgn0047135	CG32276
FBtr0073106	CG32276-RA	FBgn0047135	CG32276
FBtr0073042	gry-RB	FBgn0286567	gry
FBti0062971-RA	FBti0062971	FBti0062971	FBti0062971
FBtr0073105	CG32271-RA	FBgn0052271	CG32271
FBtr0073104	CG33159-RA	FBgn0053159	CG33159
FBtr0073103	CG32277-RA	FBgn0052277	CG32277
FBtr0073102	CG33160-RA	FBgn0053160	CG33160
FBtr0100421	CG32270-RA	FBgn0052270	CG32270
FBtr0100678	CG32269-RA	FBgn0052269	CG32269
FBtr0332871	CG32269-RB	FBgn0052269	CG32269
FBtr0302302	hob-RB	FBgn0035420	hob
FBtr0346807	hob-RC	FBgn0035420	hob
FBtr0073043	nSMase-RA	FBgn0035421	nSMase
FBtr0073095	RpL28-RB	FBgn0035422	RpL28
FBtr0302301	RpL28-RF	FBgn0035422	RpL28
FBtr0073097	RpL28-RA	FBgn0035422	RpL28
FBtr0306567	RpL28-RG	FBgn0035422	RpL28
FBtr0302300	RpL28-RE	FBgn0035422	RpL28
FBtr0073098	RpL28-RD	FBgn0035422	RpL28
FBtr0114344	snoRNA:Or-CD12-RA	FBgn0086068	snoRNA:Or-CD12
FBtr0114345	snoRNA:Me28S-C3351-RA	FBgn0086069	snoRNA:Me28S-C3351
FBtr0114346	snoRNA:Or-CD11c-RA	FBgn0086070	snoRNA:Or-CD11c
FBtr0114347	snoRNA:Or-CD11b-RA	FBgn0086071	snoRNA:Or-CD11b
FBtr0114348	snoRNA:Or-CD11a-RA	FBgn0086072	snoRNA:Or-CD11a
FBtr0073044	eIF1-RA	FBgn0035423	eIF1
FBtr0073045	Larp4B-RA	FBgn0035424	Larp4B
FBtr0308061	Larp4B-RD	FBgn0035424	Larp4B
FBtr0073046	Larp4B-RB	FBgn0035424	Larp4B
FBtr0073094	CG17746-RB	FBgn0035425	CG17746
FBtr0073093	CG17746-RA	FBgn0035425	CG17746
FBtr0308063	CG12078-RB	FBgn0035426	CG12078
FBtr0073092	CG12078-RA	FBgn0035426	CG12078
FBtr0346079	lncRNA:CR45424-RB	FBgn0266973	lncRNA:CR45424
FBtr0345875	lncRNA:CR45424-RA	FBgn0266973	lncRNA:CR45424
FBtr0308062	CG43389-RA	FBgn0263246	CG43389
FBtr0309982	lncRNA:CR43626-RA	FBgn0263617	lncRNA:CR43626
FBtr0344727	lncRNA:CR43626-RB	FBgn0263617	lncRNA:CR43626
FBtr0347118	lncRNA:CR43626-RC	FBgn0263617	lncRNA:CR43626
FBtr0304174	mir-282-RM	FBgn0262368	mir-282
FBtr0304175	mir-282-RA	FBtr0304175_df_nrg	FBtr0304175_df_nrg
FBtr0472726	mir-282-RB	FBtr0472726_df_nrg	FBtr0472726_df_nrg
FBtr0331457	ckd-RD	FBgn0035427	ckd
FBtr0331458	ckd-RE	FBgn0035427	ckd
FBtr0073050	ckd-RC	FBgn0035427	ckd
FBtr0331459	CG34265-RB	FBgn0085294	CG34265
FBtr0073051	CG14960-RA	FBgn0035428	CG14960
FBtr0073052	CG12017-RA	FBgn0035429	CG12017
FBtr0308313	CG12017-RD	FBgn0035429	CG12017
FBtr0308312	CG12017-RC	FBgn0035429	CG12017
FBtr0308311	CG12017-RB	FBgn0035429	CG12017
FBti0020029-RA	FBti0020029	FBti0020029	FBti0020029
FBtr0308314	CG12009-RB	FBgn0035430	CG12009
FBtr0073053	CG12009-RA	FBgn0035430	CG12009
FBtr0304378	mir-955-RM	FBgn0262269	mir-955
FBtr0304379	mir-955-RA	FBtr0304379_df_nrg	FBtr0304379_df_nrg
FBtr0472763	mir-955-RB	FBtr0472763_df_nrg	FBtr0472763_df_nrg
FBtr0073088	CG14968-RD	FBgn0035431	CG14968
FBtr0073087	CG14968-RC	FBgn0035431	CG14968
FBtr0073089	CG14968-RE	FBgn0035431	CG14968
FBtr0073086	CG14968-RB	FBgn0035431	CG14968
FBtr0073090	CG14968-RA	FBgn0035431	CG14968
FBtr0073054	ZnT63C-RA	FBgn0035432	ZnT63C
FBtr0073056	ZnT63C-RC	FBgn0035432	ZnT63C
FBtr0073055	ZnT63C-RB	FBgn0035432	ZnT63C
FBtr0073057	ZnT63C-RD	FBgn0035432	ZnT63C
FBtr0330103	ZnT63C-RF	FBgn0035432	ZnT63C
FBtr0073058	ZnT63C-RE	FBgn0035432	ZnT63C
FBtr0330104	ZnT63C-RG	FBgn0035432	ZnT63C
FBtr0073059	Drsl2-RA	FBgn0052279	Drsl2
FBtr0073060	Drsl3-RA	FBgn0052283	Drsl3
FBtr0073061	Drsl4-RA	FBgn0052282	Drsl4
FBtr0073062	Drsl5-RA	FBgn0035434	Drsl5
FBtr0300753	PIG-C-RB	FBgn0035435	PIG-C
FBtr0472668	PIG-C-RC	FBgn0035435	PIG-C
FBtr0300240	CG42456-RA	FBgn0259933	CG42456
FBtr0073063	CG12016-RA	FBgn0035436	CG12016
FBtr0073064	CG12016-RB	FBgn0035436	CG12016
FBtr0332058	Strip-RC	FBgn0035437	Strip
FBtr0073083	Strip-RA	FBgn0035437	Strip
FBtr0073084	Strip-RB	FBgn0035437	Strip
FBtr0073068	PHGPx-RD	FBgn0035438	PHGPx
FBtr0073066	PHGPx-RC	FBgn0035438	PHGPx
FBtr0073067	PHGPx-RA	FBgn0035438	PHGPx
FBtr0345822	lncRNA:CR45380-RA	FBgn0266929	lncRNA:CR45380
FBtr0073069	CG14961-RA	FBgn0035439	CG14961
FBtr0073082	CG14969-RA	FBgn0035440	CG14969
FBtr0073081	Drsl1-RA	FBgn0052274	Drsl1
FBtr0073080	Drsl6-RA	FBgn0052268	Drsl6
FBtr0332057	kst-RH	FBgn0004167	kst
FBtr0303857	kst-RF	FBgn0004167	kst
FBtr0073072	kst-RC	FBgn0004167	kst
FBtr0073071	kst-RB	FBgn0004167	kst
FBtr0073070	kst-RA	FBgn0004167	kst
FBtr0300017	kst-RE	FBgn0004167	kst
FBtr0332056	kst-RG	FBgn0004167	kst
FBtr0073073	Drs-RA	FBgn0283461	Drs
FBtr0073078	Ythdc1-RA	FBgn0027616	Ythdc1
FBtr0073079	Ythdc1-RB	FBgn0027616	Ythdc1
FBtr0073075	CG12010-RB	FBgn0035443	CG12010
FBtr0300749	CG12012-RB	FBgn0035444	CG12012
FBtr0346532	CG12012-RC	FBgn0035444	CG12012
FBtr0073076	CG12012-RA	FBgn0035444	CG12012
FBtr0073077	Ids-RA	FBgn0035445	Ids
FBtr0346556	lncRNA:CR45737-RA	FBgn0267301	lncRNA:CR45737
FBtr0073145	sty-RC	FBgn0014388	sty
FBtr0073146	sty-RB	FBgn0014388	sty
FBtr0304359	mir-2282-RM	FBgn0262260	mir-2282
FBtr0304360	mir-2282-RA	FBtr0304360_df_nrg	FBtr0304360_df_nrg
FBtr0309837	eIF5B-RD	FBgn0026259	eIF5B
FBtr0309838	eIF5B-RE	FBgn0026259	eIF5B
FBtr0309836	eIF5B-RC	FBgn0026259	eIF5B
FBtr0309839	eIF5B-RF	FBgn0026259	eIF5B
FBtr0073144	eIF5B-RB	FBgn0026259	eIF5B
FBtr0479934	CG46463-RA	FBgn0287594	CG46463
FBtr0100641	armi-RB	FBgn0041164	armi
FBtr0309841	armi-RD	FBgn0041164	armi
FBtr0309840	armi-RC	FBgn0041164	armi
FBtr0073127	CycJ-RA	FBgn0010317	CycJ
FBtr0073128	CycJ-RB	FBgn0010317	CycJ
FBtr0073143	CG14971-RA	FBgn0035449	CG14971
FBtr0073142	CG32267-RA	FBgn0052267	CG32267
FBtr0334636	CG42324-RK	FBgn0259224	CG42324
FBtr0334635	CG42324-RJ	FBgn0259224	CG42324
FBtr0330142	CG42324-RF	FBgn0259224	CG42324
FBti0020030-RA	FBti0020030	FBti0020030	FBti0020030
FBtr0304829	CG43074-RA	FBgn0262484	CG43074
FBtr0334632	CG42324-RG	FBgn0259224	CG42324
FBtr0334633	CG42324-RH	FBgn0259224	CG42324
FBtr0334634	CG42324-RI	FBgn0259224	CG42324
FBtr0073141	ImpE2-RA	FBgn0001254	ImpE2
FBtr0302598	Eip63E-RM	FBgn0005640	Eip63E
FBtr0330068	Eip63E-RN	FBgn0005640	Eip63E
FBtr0110920	Eip63E-RF	FBgn0005640	Eip63E
FBtr0073131	Eip63E-RD	FBgn0005640	Eip63E
FBtr0073132	Eip63E-RE	FBgn0005640	Eip63E
FBtr0344345	lncRNA:CR45043-RA	FBgn0266403	lncRNA:CR45043
FBtr0073133	Eip63E-RA	FBgn0005640	Eip63E
FBtr0110923	Eip63E-RI	FBgn0005640	Eip63E
FBtr0073134	Eip63E-RB	FBgn0005640	Eip63E
FBtr0110921	Eip63E-RG	FBgn0005640	Eip63E
FBtr0110922	Eip63E-RH	FBgn0005640	Eip63E
FBtr0073135	Eip63E-RC	FBgn0005640	Eip63E
FBtr0110925	Eip63E-RK	FBgn0005640	Eip63E
FBtr0301948	Eip63E-RL	FBgn0005640	Eip63E
FBtr0110924	Eip63E-RJ	FBgn0005640	Eip63E
FBtr0346841	lncRNA:CR45820-RA	FBgn0267470	lncRNA:CR45820
FBtr0100848	snRNA:U7-RA	FBgn0053504	snRNA:U7
FBti0020031-RA	FBti0020031	FBti0020031	FBti0020031
FBtr0290290	CG10359-RG	FBgn0035452	CG10359
FBtr0273204	CG10359-RE	FBgn0035452	CG10359
FBtr0300062	CG10357-RC	FBgn0035453	CG10357
FBtr0073140	CG14974-RA	FBgn0040694	CG14974
FBtr0346813	CG14974-RC	FBgn0040694	CG14974
FBtr0113134	dar1-RB	FBgn0263239	dar1
FBtr0073139	CG10862-RA	FBgn0035455	CG10862
FBtr0304986	CG43098-RA	FBgn0262544	CG43098
FBtr0309508	lncRNA:CR43484-RA	FBgn0263495	lncRNA:CR43484
FBtr0309509	lncRNA:CR43484-RB	FBgn0263495	lncRNA:CR43484
FBtr0309510	lncRNA:CR43485-RA	FBgn0263496	lncRNA:CR43485
FBtr0346406	lncRNA:CR45675-RA	FBgn0267235	lncRNA:CR45675
FBtr0308636	CG43089-RB	FBgn0262535	CG43089
FBtr0340708	CG43089-RC	FBgn0262535	CG43089
FBtr0308639	CG32264-RK	FBgn0052264	CG32264
FBtr0113430	CG32264-RE	FBgn0052264	CG32264
FBtr0308637	CG32264-RI	FBgn0052264	CG32264
FBtr0073188	CG32264-RB	FBgn0052264	CG32264
FBtr0308638	CG32264-RJ	FBgn0052264	CG32264
FBtr0332987	CG32264-RM	FBgn0052264	CG32264
FBtr0073187	CG32264-RD	FBgn0052264	CG32264
FBtr0332986	CG32264-RL	FBgn0052264	CG32264
FBtr0303097	CG32264-RG	FBgn0052264	CG32264
FBtr0303094	ppk27-RB	FBgn0035458	ppk27
FBtr0073147	CG32266-RA	FBgn0052266	CG32266
FBtr0073185	ntc-RA	FBgn0035461	ntc
FBtr0073148	IntS10-RA	FBgn0035462	IntS10
FBtr0073184	CG32262-RA	FBgn0052262	CG32262
FBtr0073183	CG32263-RA	FBgn0052263	CG32263
FBtr0073150	PIG-B-RB	FBgn0035464	PIG-B
FBtr0073149	PIG-B-RA	FBgn0035464	PIG-B
FBtr0303096	Scsalpha1-RB	FBgn0004888	Scsalpha1
FBtr0073151	Scsalpha1-RA	FBgn0004888	Scsalpha1
FBtr0333283	lncRNA:CR43932-RA	FBgn0264553	lncRNA:CR43932
FBtr0344306	lncRNA:CR45034-RA	FBgn0266394	lncRNA:CR45034
FBtr0073182	Acp63F-RA	FBgn0015585	Acp63F
FBtr0346805	Acp63F-RB	FBgn0015585	Acp63F
FBtr0333210	enc-RH	FBgn0004875	enc
FBtr0073153	enc-RA	FBgn0004875	enc
FBtr0333208	enc-RF	FBgn0004875	enc
FBtr0333209	enc-RG	FBgn0004875	enc
FBtr0112845	enc-RE	FBgn0004875	enc
FBtr0073152	enc-RB	FBgn0004875	enc
FBtr0073154	Rdh-RA	FBgn0064227	Rdh
FBtr0112844	enc-RD	FBgn0004875	enc
FBti0020032-RA	FBti0020032	FBti0020032	FBti0020032
FBtr0330071	Awh-RD	FBgn0013751	Awh
FBtr0073155	Awh-RA	FBgn0013751	Awh
FBtr0330070	Awh-RC	FBgn0013751	Awh
FBtr0073156	Awh-RB	FBgn0013751	Awh
FBtr0345821	lncRNA:CR45379-RA	FBgn0266928	lncRNA:CR45379
FBtr0333143	lncRNA:CR43917-RA	FBgn0264518	lncRNA:CR43917
FBtr0345869	lncRNA:CR45422-RA	FBgn0266971	lncRNA:CR45422
FBtr0073157	Fie-RA	FBgn0026592	Fie
FBtr0333140	Fie-RB	FBgn0026592	Fie
FBtr0111039	snRNA:U11-RA	FBgn0083987	snRNA:U11
FBtr0114512	Gr63a-RB	FBgn0035468	Gr63a
FBtr0073158	CG14977-RA	FBgn0035469	CG14977
FBtr0330095	CG14977-RB	FBgn0035469	CG14977
FBtr0073180	Ccz1-RB	FBgn0035470	Ccz1
FBtr0333142	Ubi-p63E-RD	FBgn0003943	Ubi-p63E
FBtr0073179	Ubi-p63E-RC	FBgn0003943	Ubi-p63E
FBtr0073178	Ubi-p63E-RB	FBgn0003943	Ubi-p63E
FBtr0073177	Ubi-p63E-RA	FBgn0003943	Ubi-p63E
FBtr0073159	Sc2-RA	FBgn0035471	Sc2
FBtr0073160	ida-RA	FBgn0041147	ida
FBtr0333141	mge-RC	FBgn0035473	mge
FBtr0073176	mge-RA	FBgn0035473	mge
FBtr0073175	mge-RB	FBgn0035473	mge
FBtr0303420	Eip63F-1-RB	FBgn0004910	Eip63F-1
FBtr0303422	Eip63F-1-RD	FBgn0004910	Eip63F-1
FBtr0303421	Eip63F-1-RC	FBgn0004910	Eip63F-1
FBtr0073174	Eip63F-1-RA	FBgn0004910	Eip63F-1
FBtr0073162	asRNA:Eig63F-2-RA	FBgn0004911	asRNA:Eig63F-2
FBtr0345342	CG10866-RB	FBgn0035475	CG10866
FBtr0073173	CG10866-RA	FBgn0035475	CG10866
FBtr0073172	CG12766-RA	FBgn0035476	CG12766
FBtr0333133	asRNA:CR43916-RA	FBgn0264517	asRNA:CR43916
FBtr0073171	CG10863-RA	FBgn0027552	CG10863
FBtr0333134	CG14982-RC	FBgn0035477	CG14982
FBtr0073163	CG14982-RB	FBgn0035477	CG14982
FBtr0073164	CG10853-RA	FBgn0035478	CG10853
FBtr0073170	CG14983-RA	FBgn0035479	CG14983
FBtr0333139	CG14984-RC	FBgn0035480	CG14984
FBtr0290224	CG14984-RB	FBgn0035480	CG14984
FBtr0333137	CG12605-RD	FBgn0035481	CG12605
FBtr0073167	CG12605-RA	FBgn0035481	CG12605
FBtr0073168	CG12605-RC	FBgn0035481	CG12605
FBtr0333138	CG12605-RE	FBgn0035481	CG12605
FBtr0073166	CG12605-RB	FBgn0035481	CG12605
FBtr0333135	CG43915-RA	FBgn0264516	CG43915
FBtr0333136	scrt-RB	FBgn0004880	scrt
FBtr0073165	scrt-RA	FBgn0004880	scrt
FBtr0289977	CG14985-RB	FBgn0035482	CG14985
FBtr0307170	CG14985-RC	FBgn0035482	CG14985
FBtr0309789	FoxL1-RB	FBgn0004895	FoxL1
FBtr0073192	FoxL1-RA	FBgn0004895	FoxL1
FBtr0073193	Mul1-RA	FBgn0035483	Mul1
FBtr0346806	Mul1-RB	FBgn0035483	Mul1
FBtr0073284	CG11594-RA	FBgn0035484	CG11594
FBtr0310046	CG11594-RE	FBgn0035484	CG11594
FBtr0309791	CG11594-RD	FBgn0035484	CG11594
FBtr0073283	CG11594-RC	FBgn0035484	CG11594
FBtr0073194	Gr64a-RA	FBgn0045479	Gr64a
FBtr0309790	Gr64c-RB	FBgn0045477	Gr64c
FBtr0073195	Gr64b-RA	FBgn0045478	Gr64b
FBtr0073196	Gr64c-RA	FBgn0045477	Gr64c
FBtr0344475	Gr64d-RC	FBgn0035486	Gr64d
FBtr0073197	Gr64d-RA	FBgn0035486	Gr64d
FBtr0073199	Gr64e-RA	FBgn0045476	Gr64e
FBtr0073200	Gr64e-RB	FBgn0045476	Gr64e
FBtr0344314	asRNA:CR45042-RA	FBgn0266402	asRNA:CR45042
FBtr0073201	Gr64f-RA	FBgn0052255	Gr64f
FBtr0332982	CG11593-RC	FBgn0035488	CG11593
FBtr0114509	CG11593-RB	FBgn0035488	CG11593
FBtr0073202	Rcd5-RA	FBgn0263832	Rcd5
FBtr0073203	CG1136-RA	FBgn0035490	CG1136
FBtr0073281	Dpy-30L2-RA	FBgn0035491	Dpy-30L2
FBtr0332981	Dpy-30L2-RB	FBgn0035491	Dpy-30L2
FBtr0073204	Ugt305A1-RA	FBgn0042179	Ugt305A1
FBtr0332979	Ugt305A1-RB	FBgn0042179	Ugt305A1
FBtr0073205	dib-RA	FBgn0000449	dib
FBtr0073279	wit-RA	FBgn0024179	wit
FBtr0330072	wit-RB	FBgn0024179	wit
FBtr0300989	CG32259-RD	FBgn0052259	CG32259
FBtr0300988	CG32259-RC	FBgn0052259	CG32259
FBtr0073278	Faa-RA	FBgn0016013	Faa
FBtr0073277	Gad1-RC	FBgn0004516	Gad1
FBtr0332980	Gad1-RD	FBgn0004516	Gad1
FBtr0073276	Gad1-RA	FBgn0004516	Gad1
FBtr0073275	Gad1-RB	FBgn0004516	Gad1
FBtr0308361	CG14989-RC	FBgn0035495	CG14989
FBtr0308363	CG14989-RE	FBgn0035495	CG14989
FBtr0308362	CG14989-RD	FBgn0035495	CG14989
FBtr0345137	CG14989-RF	FBgn0035495	CG14989
FBtr0073208	CG14990-RA	FBgn0035496	CG14990
FBtr0073271	CG14995-RA	FBgn0035497	CG14995
FBtr0300877	CG14995-RF	FBgn0035497	CG14995
FBtr0073273	CG14995-RD	FBgn0035497	CG14995
FBtr0073272	CG14995-RC	FBgn0035497	CG14995
FBtr0310630	CG14995-RI	FBgn0035497	CG14995
FBtr0302304	CG14995-RH	FBgn0035497	CG14995
FBtr0302303	CG14995-RG	FBgn0035497	CG14995
FBtr0073209	Fit1-RA	FBgn0035498	Fit1
FBtr0073210	Fit1-RB	FBgn0035498	Fit1
FBtr0346402	lncRNA:CR45670-RA	FBgn0267230	lncRNA:CR45670
FBtr0073211	Ack-RA	FBgn0028484	Ack
FBtr0073270	Chd64-RB	FBgn0035499	Chd64
FBtr0310531	Chd64-RC	FBgn0035499	Chd64
FBtr0345589	ens-RL	FBgn0264693	ens
FBtr0073269	ens-RE	FBgn0264693	ens
FBtr0073267	ens-RC	FBgn0264693	ens
FBtr0073266	ens-RA	FBgn0264693	ens
FBtr0310636	ens-RJ	FBgn0264693	ens
FBtr0073268	ens-RD	FBgn0264693	ens
FBtr0310634	ens-RH	FBgn0264693	ens
FBtr0310637	ens-RK	FBgn0264693	ens
FBtr0310635	ens-RI	FBgn0264693	ens
FBtr0113135	ens-RF	FBgn0264693	ens
FBtr0073265	ens-RB	FBgn0264693	ens
FBtr0310633	ens-RG	FBgn0264693	ens
FBtr0073264	RfC4-RA	FBgn0260985	RfC4
FBtr0310632	Rop-RB	FBgn0004574	Rop
FBtr0073263	Rop-RA	FBgn0004574	Rop
FBtr0073212	Ras64B-RA	FBgn0003206	Ras64B
FBtr0073213	Akh-RA	FBgn0004552	Akh
FBtr0332657	CG32260-RC	FBgn0052260	CG32260
FBtr0073214	CG32260-RA	FBgn0052260	CG32260
FBtr0073215	CG1299-RA	FBgn0035501	CG1299
FBtr0332658	CG1299-RB	FBgn0035501	CG1299
FBtr0332660	nab-RD	FBgn0259986	nab
FBtr0302033	nab-RC	FBgn0259986	nab
FBtr0302032	nab-RB	FBgn0259986	nab
FBtr0073260	mas-RB	FBgn0011653	mas
FBtr0332659	mas-RC	FBgn0011653	mas
FBtr0340665	lncRNA:CR44529-RA	FBgn0265722	lncRNA:CR44529
FBtr0073217	Ero1L-RB	FBgn0261274	Ero1L
FBtr0073218	CG18675-RA	FBgn0040696	CG18675
FBtr0301645	Teh4-RB	FBgn0035504	Teh4
FBtr0073258	Teh2-RA	FBgn0035505	Teh2
FBtr0300621	Teh2-RB	FBgn0035505	Teh2
FBtr0073257	Teh3-RA	FBgn0040697	Teh3
FBtr0073256	VhaM9.7-c-RA	FBgn0028664	VhaM9.7-c
FBtr0073220	tipE-RB	FBgn0003710	tipE
FBtr0073219	tipE-RA	FBgn0003710	tipE
FBtr0307309	CG43367-RC	FBgn0263110	CG43367
FBtr0307310	CG43367-RD	FBgn0263110	CG43367
FBtr0307311	CG43367-RE	FBgn0263110	CG43367
FBtr0307312	CG43367-RF	FBgn0263110	CG43367
FBtr0073255	CG15005-RA	FBgn0035508	CG15005
FBtr0073254	Cpr64Aa-RA	FBgn0035510	Cpr64Aa
FBtr0073253	Cpr64Ab-RA	FBgn0035511	Cpr64Ab
FBtr0073252	Cpr64Ac-RA	FBgn0035512	Cpr64Ac
FBtr0073223	Cpr64Ad-RB	FBgn0035513	Cpr64Ad
FBtr0307363	asRNA:CR32252-RB	FBgn0052252	asRNA:CR32252
FBtr0333569	ImpL2-RD	FBgn0001257	ImpL2
FBtr0073250	ImpL2-RC	FBgn0001257	ImpL2
FBtr0073248	ImpL2-RA	FBgn0001257	ImpL2
FBtr0073249	ImpL2-RB	FBgn0001257	ImpL2
FBtr0479862	CG46460-RA	FBgn0287590	CG46460
FBtr0346557	asRNA:CR45738-RA	FBgn0267302	asRNA:CR45738
FBtr0073225	CG14997-RB	FBgn0035515	CG14997
FBtr0073226	CG14997-RA	FBgn0035515	CG14997
FBtr0073227	pav-RA	FBgn0011692	pav
FBtr0073245	ago-RC	FBgn0041171	ago
FBtr0073246	ago-RB	FBgn0041171	ago
FBtr0073247	ago-RA	FBgn0041171	ago
FBtr0073228	CG1265-RB	FBgn0035517	CG1265
FBtr0073244	CG15011-RA	FBgn0035518	CG15011
FBtr0073229	CG1309-RA	FBgn0035519	CG1309
FBtr0073243	CG11586-RA	FBgn0035520	CG11586
FBtr0333568	CG11586-RB	FBgn0035520	CG11586
FBtr0113136	VhaM9.7-a-RB	FBgn0035521	VhaM9.7-a
FBtr0113137	VhaM9.7-a-RC	FBgn0035521	VhaM9.7-a
FBtr0073231	CG1273-RB	FBgn0035522	CG1273
FBti0063027-RA	FBti0063027	FBti0063027	FBti0063027
FBtr0091765	CG33764-RA	FBgn0053764	CG33764
FBtr0333566	Ctl1-RB	FBgn0035523	Ctl1
FBtr0073232	Ctl1-RA	FBgn0035523	Ctl1
FBtr0073242	CG11583-RA	FBgn0035524	CG11583
FBtr0300579	srw-RB	FBgn0261952	srw
FBtr0073233	CG1316-RA	FBgn0035526	CG1316
FBtr0300449	TfIIEbeta-RB	FBgn0015829	TfIIEbeta
FBtr0073234	TfIIEbeta-RA	FBgn0015829	TfIIEbeta
FBtr0073235	Hexo1-RA	FBgn0041630	Hexo1
FBtr0300774	Hexo1-RE	FBgn0041630	Hexo1
FBtr0073237	Hexo1-RD	FBgn0041630	Hexo1
FBtr0333567	Hexo1-RF	FBgn0041630	Hexo1
FBtr0300776	CG15012-RC	FBgn0035528	CG15012
FBtr0300775	Fdx2-RB	FBgn0035529	Fdx2
FBtr0073342	dyl-RA	FBgn0066365	dyl
FBtr0073341	dyl-RB	FBgn0066365	dyl
FBtr0073343	dyl-RC	FBgn0066365	dyl
